#a	+Noun
#a.	+Noun
giriften	+Noun
giriftzen	+Noun
girim	+Noun
girimlik	+Noun+CV
girinti	+Noun
girişim	+Noun
girişimci	+Noun
girişimölçer	+Noun
girişimölçme	+Noun
giritlale	+Noun+P3
girizgah	+Noun
girmelik	+Noun+CV
gişe	+Noun
gitar	+Noun
gitarcı	+Noun
gitarist	+Noun
giyecek	+Noun+CV
giyim	+Noun
giyimci	+Noun
giyimev	+Noun+P3
giyit	+Noun
giyotin	+Noun
giysi	+Noun
giz	+Noun
gizem	+Noun
gizilgüç	+Noun+CV
gladyatör	+Noun
glase	+Noun
glayöl	+Noun
gliding	+Noun
glikojen	+Noun
#glikol	+Noun+VF
glikoprotein	+Noun
glikoz	+Noun
glikozit	+Noun
glikozüri	+Noun
gliserin	+Noun
globulin	+Noun
globülin	+Noun
glokom	+Noun
glokoni	+Noun
glutamat	+Noun
gluten	+Noun
glüten	+Noun
goblen	+Noun
gocuk	+Noun+CV
gofret	+Noun
gol	+Noun+VF
golcü	+Noun
goldol	+Noun
golf	+Noun+VF
golfçü	+Noun
gomalak	+Noun+CV
gonca	+Noun
gondol	+Noun
gondolcu	+Noun
gonk	+Noun+CV
goril	+Noun
goşist	+Noun
goşizm	+Noun
gotik	+Noun+CV
gotlar	+Noun
goygoycu	+Noun
göbek	+Noun+CV
##göbekbağ	+Noun+P3
göbel	+Noun
göbelek	+Noun+CV
göbelez	+Noun
göce	+Noun
göcen	+Noun
göç	+Noun
göçebe	+Noun
göçelge	+Noun
göçken	+Noun
göçmen	+Noun
göçü	+Noun
göçük	+Noun+CV
göçüm	+Noun
göçüşme	+Noun
göden	+Noun
göğüs	+Noun+VD
göğüsbağ	+Noun+P3
gök	+Noun+CV
gökada	+Noun
gökbilim	+Noun
gökbilimci	+Noun
gökcisim	+Noun+P3+VD
##gökçeağaç	+Noun+P3+CV
gökçebalık	+Noun+P3+CV
gökçeyazın	+Noun
gökdelen	+Noun
gökeksen	+Noun+P3
gökeşleği	+Noun
gökev	+Noun+P3
gökfizik	+Noun+P3+CV
gökgürültü	+Noun+P3
gökkır	+Noun
gökkubbe	+Noun
gökkum	+Noun+P3
gökkuşak	+Noun+P3+CV
gökkutup	+Noun+P3+CV+VD
gökkuzgun	+Noun
gökkuzgunumsular	+Noun+PL
gökküre	+Noun
gökküre	+Noun+P3
göknar	+Noun
göktaş	+Noun+P3
göktürkçe	+Noun
gökyakut	+Noun
gökyol	+Noun+P3
gökyüz	+Noun+P3
göl	+Noun
gölala	+Noun+P3
gölek	+Noun+CV
gölet	+Noun
gölge	+Noun
gölgebalık	+Noun+P3+CV
gölgeolay	+Noun
gölkestane	+Noun+P3
gölpazar	+Noun+P3
gömeç	+Noun+CV
gömlek	+Noun+CV
gömlekçi	+Noun
gömlekliler	+Noun+PL
gömü	+Noun
gömüldürük	+Noun+CV
gömültü	+Noun
gömüt	+Noun
gön	+Noun
gönder	+Noun
gönderi	+Noun
gönderim	+Noun
gönen	+Noun
gönenç	+Noun+CV
gönül	+Noun+VD
gönüldeş	+Noun
gönye	+Noun
gördek	+Noun+CV
görecilik	+Noun+CV
görel	+Noun
görelik	+Noun+CV
görenek	+Noun+CV
görenekçi	+Noun
görev	+Noun
##görevli	+Noun
görgü	+Noun
görgül	+Noun
görk	+Noun
görkem	+Noun
görmegöze	+Noun+P3
görmemişlik	+Noun+CV
#görü	+Noun
görücü	+Noun
görüm	+Noun
görümce	+Noun
görünge	+Noun
görüngü	+Noun
görüntü	+Noun
görünüm	+Noun
görüş	+Noun
görüşbirlik	+Noun+P3+CV
görüşme	+Noun
görüşmeci	+Noun
gösterge	+Noun
göstergebilim	+Noun
gösteri	+Noun
gösterim	+Noun
göstermelik	+Noun+CV
göstermeparmak	+Noun+P3+CV
göt	+Noun
gövde	+Noun
gövek	+Noun+CV
gövem	+Noun
gövemerik	+Noun+P3+CV
göveri	+Noun
göverti	+Noun
göydergi	+Noun
göz	+Noun
#gözak	+Noun+P3
gözalt	+Noun+P3
gözart	+Noun+P3+CV
gözaşı	+Noun+P3
gözbağcı	+Noun
gözbağ	+Noun+P3
gözbebek	+Noun+P3+CV
gözbilim	+Noun
gözcü	+Noun
gözdağ	+Noun+P3
gözdemir	+Noun+P3
gözdikek	+Noun+P3+CV
gözdiş	+Noun+P3
göze	+Noun
gözebilim	+Noun
gözene	+Noun
gözenek	+Noun+CV
gözer	+Noun
gözerim	+Noun+P3
gözetim	+Noun
gözetimev	+Noun+P3
gözetmen	+Noun
gözev	+Noun+P3
gözeyutarlik	+Noun+P3+CV
#gözhap	+Noun+P3
gözkapak	+Noun+P3+CV
gözleği	+Noun
gözlem	+Noun
gözlemci	+Noun
gözleme	+Noun
gözlemen	+Noun
gözlemev	+Noun+P3
gözlük	+Noun+CV
gözlükçü	+Noun
gözlüklüyılan	+Noun
gözön	+Noun+P3
gözpencere	+Noun
gözpınar	+Noun+P3
göztaş	+Noun+P3
gözyaş	+Noun+P3
gözyuvarı	+Noun
#gr	+Noun
grado	+Noun
gradyan	+Noun
grafik	+Noun+CV
grafiker	+Noun
grafit	+Noun
grafolog	+Noun
grafoloji	+Noun
grafometre	+Noun
gram	+Noun
gramağırlık	+Noun+CV
gramaj	+Noun
gramer	+Noun
gramerci	+Noun
gramkuvvet	+Noun
gramofon	+Noun
gramsantimetre	+Noun
granat	+Noun
grandi	+Noun
grandük	+Noun
grandüşes	+Noun
granit	+Noun
granül	+Noun
granülasyon	+Noun
granülin	+Noun
granülit	+Noun
gravite	+Noun
gravür	+Noun
gravürcü	+Noun
gravyer	+Noun
grayder	+Noun
grekoromen	+Noun
grena	+Noun
gres	+Noun
gresyağ	+Noun+P3
grev	+Noun
grevci	+Noun
greyder	+Noun
greyfrut	+Noun
greyfurt	+Noun
greypfrut	+Noun
gri	+Noun
grip	+Noun+CV
grizu	+Noun
grizuölçer	+Noun
groston	+Noun
grotesk	+Noun
grup	+Noun+CV
#gsmh	+Noun
guano	+Noun
guatr	+Noun
guava	+Noun
gudde	+Noun
gufran	+Noun
guguçiçek	+Noun+P3+CV
guguk	+Noun+CV
gugukgiller	+Noun+PL
gulaş	+Noun
gulet	+Noun
gulfstrim	+Noun
gulyabani	+Noun
gurbet	+Noun
gurbetçi	+Noun
gurk	+Noun
gurme	+Noun
gurultu	+Noun
gurup	+Noun+CV
gurur	+Noun
gusto	+Noun
#gusül	+Noun+VD
gusülhane	+Noun
guşa	+Noun
gut	+Noun
guvaş	+Noun
guvernör	+Noun
gübre	+Noun
gübreböcek	+Noun+P3+CV
güç	+Noun+CV
güçbirlik	+Noun+P3+CV
güçlük	+Noun+CV
güdek	+Noun+CV
güderi	+Noun
güdü	+Noun
güdüm	+Noun
güdümbilim	+Noun
güfte	+Noun
güğüm	+Noun
güherçile	+Noun
gül	+Noun
gülabdan	+Noun
gülağaç	+Noun+P3+CV
#gülbank	+Noun+VF
gülbeşeker	+Noun
güldeste	+Noun
güldürmen	+Noun
güldürü	+Noun
güleryüz	+Noun
gülgiller	+Noun+PL
##gülhatim	+Noun+P3+VD
#gülhatmi	+Noun
gülistan	+Noun
gülkuru	+Noun+P3
güllabi	+Noun
güllaç	+Noun+CV
gülle	+Noun
gülmece	+Noun
gülsu	+Noun+P3+SU
gülücük	+Noun+CV
gülük	+Noun+CV
gülyağcı	+Noun
gülyağ	+Noun+P3
güm	+Noun
gümbürtü	+Noun
gümeç	+Noun+CV
gümele	+Noun
gümrük	+Noun+CV
gümüş	+Noun
gümüşbalık	+Noun+P3+CV
gümüşservi	+Noun
gün	+Noun
günah	+Noun
günaşık	+Noun+CV
günaydın	+Noun
günbal	+Noun+P3
günbalık	+Noun+P3+CV
günbatım	+Noun+P3
günbatı	+Noun+P3
günberi	+Noun
günce	+Noun
güncek	+Noun+CV
günçiçek	+Noun+P3+CV
gündelik	+Noun+CV
gündelikçi	+Noun
gündem	+Noun
gündoğru	+Noun+P3
gündoğum	+Noun+P3
gündoğu	+Noun+P3
gündöndü	+Noun
gündönüm	+Noun+P3
gündüz	+Noun+TM
gündüzlü	+Noun
gündüzsefa	+Noun+P3
günebakan	+Noun
günedoğrulum	+Noun
güneğik	+Noun+CV
güneş	+Noun
güneşhayvancık	+Noun+P3+CV
güneşlik	+Noun+CV
güneştop	+Noun+P3
güney	+Noun
güneybalık	+Noun+P3+CV
güneybatı	+Noun
güneydoğu	+Noun
güneyli	+Noun
günışık	+Noun+P3+CV
günindi	+Noun
günlük	+Noun+CV
günlükçü	+Noun
günöte	+Noun
günsüler	+Noun+PL
günü	+Noun
güpegündüz	+Noun
gürcü	+Noun
güre	+Noun
güreş	+Noun
güreşçi	+Noun
gürgen	+Noun
gürgengiller	+Noun+PL
güruh	+Noun
gürültü	+Noun
gürültücü	+Noun
gürz	+Noun
gütaperka	+Noun
güve	+Noun
güveç	+Noun+CV
güvemerik	+Noun+P3+CV
güven	+Noun
güvence	+Noun
güvenç	+Noun+CV
güvendeğer	+Noun
güvenışık	+Noun+P3+CV
güvenirlik	+Noun+CV
güvenlik	+Noun+CV
güvenlikçi	+Noun
güvenoylama	+Noun+P3
güvenoy	+Noun+P3
güvensizlik	+Noun+CV
güvercin	+Noun
güvercinboyun	+Noun+P3+VD
##güvercingöğüs	+Noun+P3+VD
güverte	+Noun
güvey	+Noun
güveyfener	+Noun+P3
güveyi	+Noun
güvez	+Noun
güz	+Noun
güzaf	+Noun
güzçiğdem	+Noun+P3
güzelavratot	+Noun+P3
güzelduyu	+Noun
güzelhatunçiçek	+Noun+P3+CV
güzelleme	+Noun
güzergah	+Noun
güzey	+Noun
güzlek	+Noun+CV
#ğ	+Noun
#ğ.	+Noun
#h	+Noun
#h.	+Noun
habanera	+Noun
habaset	+Noun
habbe	+Noun
haber	+Noun
haberalma	+Noun
haberci	+Noun
haberdar	+Noun
habitat	+Noun
hac	+Noun+CD
hacamat	+Noun
hacet	+Noun
hacı	+Noun
hacıbektaştaş	+Noun+P3
hacıkadın	+Noun
hacılarkuşak	+Noun+P3+CV
hacılaryol	+Noun+P3
hacıyağ	+Noun+P3
hacıyatmaz	+Noun
hacıyol	+Noun+P3
hacim	+Noun+VD
#hacir	+Noun+VD
#haciz	+Noun+VD
haç	+Noun
had	+Noun+VF+CD
hadde	+Noun
hademe	+Noun
hadım	+Noun
hadımağa	+Noun+P3
hadis	+Noun
hadise	+Noun
hafakan	+Noun
hafız	+Noun
hafıza	+Noun
hafifmeşrep	+Noun+CV
hafifsıklet	+Noun
hafiye	+Noun
hafniyum	+Noun
hafriyat	+Noun
hafta	+Noun
haftabaş	+Noun+P3
haftason	+Noun+P3
haftaym	+Noun
haham	+Noun
hahambaş	+Noun+P3
hahamhane	+Noun
hahnyum	+Noun
hail	+Noun
hain	+Noun
hak	+Noun+CD
hakan	+Noun
hakaret	+Noun
hakem	+Noun
haki	+Noun
hakikat	+Noun+VF
hakim	+Noun
hakimiyet	+Noun
hakir	+Noun
hakkak	+Noun+VF+CV
hakkaniyet	+Noun
hakkıhıyar	+Noun
hakkıhuzur	+Noun
hakkısükut	+Noun
haksever	+Noun
hakuran	+Noun
hal	+Noun+VF+CD
hala	+Noun
halas	+Noun
halat	+Noun
halay	+Noun
halayık	+Noun+CV
halazade	+Noun
hale	+Noun
halef	+Noun
halefiyet	+Noun
halel	+Noun
halet	+Noun
haletiruhiye	+Noun
halfa	+Noun
#halhal	+Noun
halı	+Noun
halıcı	+Noun
haliç	+Noun+CV
halife	+Noun
halita	+Noun
halk	+Noun
halka	+Noun
halkadizilişli	+Noun
halkalıdamar	+Noun
halkalılar	+Noun+PL
halkavcılığı	+Noun
halkavcı	+Noun+P3
halkayay	+Noun
halkbilgi	+Noun+P3
halkbilim	+Noun
halkçı	+Noun
halkdevinbilim	+Noun
halkev	+Noun+P3
halkoda	+Noun+P3
halkoylama	+Noun+P3
halkoy	+Noun+P3
hallaç	+Noun+CV
halojen	+Noun
halt	+Noun
halta	+Noun
halter	+Noun
halterci	+Noun
halükar	+Noun
halüsinasyon	+Noun
halvet	+Noun
ham	+Noun
hamail	+Noun
hamak	+Noun+CV
hamal	+Noun
hamalbaş	+Noun+P3
hamaliye	+Noun
hamam	+Noun
hamamanası	+Noun
hamamböcek	+Noun+P3+CV
hamamot	+Noun+P3
##hamamta	+Noun+P3
hamaset	+Noun
hamburger	+Noun
hami	+Noun
hamile	+Noun
haminne	+Noun
hamiş	+Noun
hamiyet	+Noun
hamla	+Noun
hamlaç	+Noun+CV
hamle	+Noun
hammadde	+Noun
hampetrol	+Noun+VF
hamse	+Noun
hamsi	+Noun
hamsigiller	+Noun+PL
hamsin	+Noun
hamster	+Noun
hamt	+Noun+CV
hamule	+Noun
hamur	+Noun
hamurboya	+Noun
hamuriş	+Noun+P3
hamurkar	+Noun
hamut	+Noun+CV
han	+Noun
hanay	+Noun
hancı	+Noun
hançer	+Noun
hançere	+Noun
handikap	+Noun
hane	+Noun
hanedan	+Noun
hanehalk	+Noun+P3
hanende	+Noun
hangar	+Noun
hanım	+Noun
hanımanne	+Noun
hanımböcek	+Noun+P3+CV
hanımefendi	+Noun
hanımel	+Noun+P3
hanımeligiller	+Noun+PL
hanımgöbek	+Noun+P3+CV
hanımparmak	+Noun+P3+CV
hanigiller	+Noun+PL
hanüman	+Noun
hap	+Noun
hapçı	+Noun
hapis	+Noun+VD
hapisane	+Noun
hapishane	+Noun
haplolog	+Noun
haploloji	+Noun
hapşırık	+Noun+CV
har	+Noun
hara	+Noun
harabat	+Noun+PL
harabe	+Noun
harabiyet	+Noun
haraç	+Noun+CV
haraççı	+Noun
harakiri	+Noun
harami	+Noun
haramzade	+Noun
harar	+Noun
hararet	+Noun
haraşo	+Noun
haraza	+Noun
harbe	+Noun
harbi	+Noun
harbiye	+Noun
harbiyeli	+Noun
harcırah	+Noun
harç	+Noun+CV
harçlık	+Noun+CV
hardal	+Noun
hardaliye	+Noun
hare	+Noun
harekat	+Noun
hareke	+Noun
hareket	+Noun
harem	+Noun
##haremağa	+Noun+P3
harf	+Noun+VF
harharyas	+Noun
harıltı	+Noun
hariciye	+Noun
hariç	+Noun+CV
harim	+Noun
harita	+Noun
haritacı	+Noun
harman	+Noun
harmancı	+Noun
harmandalı	+Noun
harmani	+Noun
harmoni	+Noun
harmonik	+Noun+CV
harmonizasyon	+Noun
harmonyum	+Noun
harnup	+Noun
harp	+Noun+CV+VF
hars	+Noun
hartuç	+Noun+CV
hasar	+Noun
hasat	+Noun+CV
hasatçı	+Noun
#hasbıhal	+Noun
hasebiyle	+Noun
haseki	+Noun
hasekiküpe	+Noun+P3
hasenat	+Noun+PL
hasep	+Noun
haset	+Noun+CV
hasıl	+Noun
hasıla	+Noun
hasılat	+Noun
hasım	+Noun+VD
#hasır	+Noun+VD
hasırot	+Noun+P3
haslet	+Noun
haspa	+Noun
hasret	+Noun
hassa	+Noun
hassasiyet	+Noun
hasse	+Noun
hasta	+Noun
hastabakıcı	+Noun
hastahane	+Noun
hastalık	+Noun+CV
hastane	+Noun
haşarat	+Noun+PL
haşare	+Noun
haşere	+Noun
haşhaş	+Noun
haşhaşyağ	+Noun+P3
haşıl	+Noun
#haşir	+Noun+VD
haşiş	+Noun
#haşiv	+Noun+VD
haşiye	+Noun
haşlama	+Noun
haşlamlılar	+Noun+PL
haşmet	+Noun
haşmetli	+Noun
haşviyat	+Noun
#hat	+Noun+CD
hata	+Noun
hatbakıcı	+Noun
hatıl	+Noun
hatır	+Noun
hatıra	+Noun
hatırat	+Noun
#hatim	+Noun+VD
hatip	+Noun+CV
hatmi	+Noun
hattat	+Noun
hattıhareket	+Noun
hatun	+Noun
hatve	+Noun
hav	+Noun
hava	+Noun
havaalan	+Noun+P3
havaalt	+Noun+P3
havaaraç	+Noun+P3+CV
havabaş	+Noun+P3
##havabilgi	+Noun+P3
havacı	+Noun
havacıva	+Noun
havaciva	+Noun
havadeğişim	+Noun+P3
havadis	+Noun
havagaz	+Noun+P3
##havagüç	+Noun+P3+CV
havaiyat	+Noun
havaküre	+Noun
havale	+Noun
havalename	+Noun
havali	+Noun
havaliman	+Noun+P3
havan	+Noun
havanel	+Noun+P3
havaölçer	+Noun
havari	+Noun
#havas	+Noun+CD
havasaha	+Noun+P3
havataş	+Noun+P3
havaüs	+Noun+P3+CD
havayol	+Noun+P3
havayuvar	+Noun+P3
havil	+Noun
havlıcan	+Noun
havlu	+Noun
havra	+Noun
havsala	+Noun
havuç	+Noun+CV
havut	+Noun+CV
havutçu	+Noun
havuz	+Noun
havya	+Noun
havyar	+Noun
havza	+Noun
hay	+Noun
haya	+Noun
hayal	+Noun+VF
hayalci	+Noun
hayalet	+Noun
##hayalgüç	+Noun+P3+CV
hayalhane	+Noun
hayalifener	+Noun
hayalkırıklık	+Noun+P3+CV
hayalperest	+Noun
hayat	+Noun
##hayatağaç	+Noun+P3+CV
hayatiyet	+Noun
haydari	+Noun
haydariye	+Noun
haydin	+Noun
haydut	+Noun+CV
hayhuy	+Noun
#hayıf	+Noun+VD
hayın	+Noun
hayır	+Noun+VD
hayırdua	+Noun
hayıt	+Noun
haykırı	+Noun
haymana	+Noun
hayran	+Noun
hayrat	+Noun
hayret	+Noun
haysiyet	+Noun
hayta	+Noun
hayvan	+Noun
hayvanat	+Noun
hayvanbilim	+Noun
hayvancılık	+Noun+CV
hayvankömür	+Noun+P3
haz	+Noun+CD
hazakat	+Noun+VF
hazan	+Noun
hazar	+Noun
hazım	+Noun+VD
hazırgiyim	+Noun
hazırlık	+Noun+CV
hazırlop	+Noun
hazırol	+Noun
hazine	+Noun
hazinedar	+Noun
haziran	+Noun
haziranböcek	+Noun+P3+CV
hazne	+Noun
haznedarlık	+Noun+CV
hazret	+Noun
heba	+Noun
hece	+Noun
hecin	+Noun
hedef	+Noun
heder	+Noun
hedik	+Noun+CV
hediye	+Noun
hedonist	+Noun
hedonizm	+Noun
hegemonya	+Noun
hekim	+Noun
hekimbaş	+Noun+P3
hektar	+Noun
hektogram	+Noun
hektolitre	+Noun
hektometre	+Noun
hela	+Noun
helak	+Noun+CV
helal	+Noun+VF
helalzade	+Noun
helecan	+Noun
helenistik	+Noun+CV
helenizm	+Noun
helezon	+Noun
helik	+Noun+CV
helikoit	+Noun+CV
helikon	+Noun
helikopter	+Noun
helis	+Noun
helke	+Noun
helme	+Noun
helmintolog	+Noun
helmintoloji	+Noun
helva	+Noun
helvacıkabak	+Noun+P3+CV
helvacıkök	+Noun+P3
helvahane	+Noun
helyodor	+Noun
helyograf	+Noun
helyosta	+Noun
helyoterapi	+Noun
helyum	+Noun
hematit	+Noun
hematolog	+Noun
hematoloji	+Noun
hemayar	+Noun
hemodiyaliz	+Noun
hemofil	+Noun
hemoglobin	+Noun
hempa	+Noun
hemşehri	+Noun
hemşeri	+Noun
hemşire	+Noun
hemze	+Noun
hendek	+Noun+CV
hendese	+Noun
hengame	+Noun
hentbol	+Noun
hepatit	+Noun
hepyek	+Noun+CV
hercaimenekşe	+Noun
herek	+Noun+CV
hergele	+Noun
hergün	+Noun
herif	+Noun
herifçioğul	+Noun+P3+VD
herkes	+Noun+PL
herkül	+Noun
herşey	+Noun
hertz	+Noun
heryer	+Noun
heryerdelik	+Noun+CV
herzaman	+Noun
herze	+Noun
hesap	+Noun+CV
hesapçı	+Noun
heterolog	+Noun
heteropati	+Noun
heteroseksizm	+Noun
heterosekşuel	+Noun
heterotrofi	+Noun
hevenk	+Noun+CV
heves	+Noun
heyamola	+Noun
heybe	+Noun
heybet	+Noun
heyecan	+Noun
heyelan	+Noun
heyet	+Noun
heyhey	+Noun
heykel	+Noun
heykelci	+Noun
heykeltıraş	+Noun
heykeltraş	+Noun
heyula	+Noun
hezaran	+Noun
hezel	+Noun
hezeliyat	+Noun
hezeyan	+Noun
hezimet	+Noun
hıçkırık	+Noun+CV
hıdiv	+Noun
hıdrellez	+Noun
hıfzıssıhha	+Noun
hık	+Noun
hım	+Noun
hınç	+Noun+CV
hınk	+Noun
hınzır	+Noun
hır	+Noun
hırbo	+Noun
hırdavat	+Noun
hırdavatçı	+Noun
hırgür	+Noun
hırıltı	+Noun
hırızma	+Noun
hıristiyan	+Noun
hıristo	+Noun
hırka	+Noun
hırs	+Noun
hırsız	+Noun
hırsızlama	+Noun
hısım	+Noun
hışıltı	+Noun
hışım	+Noun+VD
hışır	+Noun
hışırtı	+Noun
hıyaban	+Noun
hıyanet	+Noun
hıyar	+Noun
hıyarağa	+Noun
hıyarcık	+Noun+CV
hıyarşembe	+Noun
hız	+Noun
hızar	+Noun
hızölçer	+Noun
hibe	+Noun
hicap	+Noun+CV
hicaz	+Noun
hicazkar	+Noun
hiciv	+Noun+VD
hicran	+Noun
hicret	+Noun
hicviye	+Noun
hiç	+Noun
hiçbirşey	+Noun
hiçkimse	+Noun
hiçlik	+Noun+CV
hidayet	+Noun
hiddet	+Noun
hidra	+Noun
hidrasit	+Noun
hidrat	+Noun
hidrobiyolog	+Noun
hidrobiyoloji	+Noun
hidrodinamik	+Noun+CV
hidroelektrik	+Noun+CV
hidrofil	+Noun
hidrofobi	+Noun
hidrofobisite	+Noun
hidrofor	+Noun
hidrograf	+Noun
hidrografi	+Noun
hidrojen	+Noun
hidrojeolog	+Noun
hidrojeoloji	+Noun
hidrokarbon	+Noun
hidrokarbür	+Noun
hidroklorikasit	+Noun
hidroklorür	+Noun
hidroksil	+Noun
hidroksit	+Noun
hidrolik	+Noun+CV
hidroliz	+Noun
hidrolog	+Noun
hidroloji	+Noun
hidrometre	+Noun
hidrosefal	+Noun
hidrosefali	+Noun
hidrosfer	+Noun
hidrosiyanik	+Noun+CV
hidroskopi	+Noun
hidrostatik	+Noun+CV
hidroterapi	+Noun
#hidroz	+Noun
hidrür	+Noun
higrometre	+Noun
higroskop	+Noun
higroskopik	+Noun+CV
higrostat	+Noun
higrotropizm	+Noun
hijyen	+Noun
hikaye	+Noun
hikmet	+Noun
hilaf	+Noun
hilafet	+Noun
hilal	+Noun+VF
hilat	+Noun+VF
hile	+Noun
hilkat	+Noun+VF
hilozoizm	+Noun
himaye	+Noun
himmet	+Noun
hindi	+Noun
hindiba	+Noun
hindibağ	+Noun
hindistanceviz	+Noun+P3
hindistansülün	+Noun+P3
hindolog	+Noun
hindoloji	+Noun
hinduizm	+Noun
hinoğul	+Noun+P3+VD
hint	+Noun
hintarmut	+Noun+P3+CV
#hintarmutu	+Noun
hintbadem	+Noun+P3
hintbezelye	+Noun+P3
hintdarı	+Noun+P3
hintdomuz	+Noun+P3
hinterland	+Noun
hintfıstık	+Noun+P3+CV
hintfıstik	+Noun+P3+CV
hintful	+Noun+P3
hintgüreş	+Noun+P3
hinthıyar	+Noun+P3
hinthurma	+Noun+P3
hintincir	+Noun+P3
hintirmik	+Noun+P3+CV
hintkamış	+Noun+P3
hintkenevir	+Noun+P3
hintkertenkele	+Noun+P3
hintkestane	+Noun+P3
hintkiraz	+Noun+P3
##hintpirinç	+Noun+P3+CV
hintsafran	+Noun+P3
hintsarı	+Noun+P3
hintyağ	+Noun+P3
hiperbol	+Noun+VF
hiperboloit	+Noun+CV
hiperenflasyon	+Noun
hipergeometri	+Noun
hiperlink	+Noun+CV
hipermarket	+Noun
hipermedya	+Noun
hipertansiyon	+Noun
hipertrofi	+Noun
hiperuzay	+Noun
hipervantilasyon	+Noun
hipnoterapi	+Noun
hipnotizma	+Noun
hipnoz	+Noun
hipnozcu	+Noun
hipoderm	+Noun
hipodrom	+Noun
hipofiz	+Noun
hipoglisemi	+Noun
hipokampus	+Noun
hipokondri	+Noun
hipopotam	+Noun
hipostaz	+Noun
hipotalamus	+Noun
hipotansiyon	+Noun
hipotenüs	+Noun
hipotermi	+Noun
hipotez	+Noun
hipotiroidizm	+Noun
hippi	+Noun
#his	+Noun+CD
hisar	+Noun
hisarbuselik	+Noun+CV
hisse	+Noun
hissedar	+Noun
hisseişayia	+Noun
hissikablelvuku	+Noun
hissiyat	+Noun
histamin	+Noun
histerektomi	+Noun
histerezis	+Noun
histeri	+Noun
histogram	+Noun
histolog	+Noun
histoloji	+Noun
hişt	+Noun
hitabe	+Noun
hitabet	+Noun
hitam	+Noun
hitan	+Noun
hitap	+Noun+CV
hititolog	+Noun
hititoloji	+Noun
hiyerarşi	+Noun
hiyeroglif	+Noun
hiza	+Noun
hizip	+Noun+CV+VD
hizmet	+Noun
hizmetçi	+Noun
hizmetkar	+Noun
hizmetli	+Noun
hobi	+Noun
hoca	+Noun
hocaefendi	+Noun
hodan	+Noun
hodri	+Noun
hokey	+Noun
hokka	+Noun
hokkabaz	+Noun
hol	+Noun+VF
holding	+Noun
holigan	+Noun
holmiyum	+Noun
hologram	+Noun
holosen	+Noun
holotüritler	+Noun+PL
homeopati	+Noun
homo	+Noun
homofobi	+Noun
homojen	+Noun
homoteti	+Noun
homurtu	+Noun
hoparlör	+Noun
hoppala	+Noun
hora	+Noun
horan	+Noun
horanta	+Noun
horasan	+Noun
horda	+Noun
horhor	+Noun
hormon	+Noun
hornblent	+Noun+CV
horon	+Noun
horoz	+Noun
horozağırlık	+Noun+CV
horozayak	+Noun+P3+CV
horozbina	+Noun
horozcuk	+Noun+CV
horozcukot	+Noun+P3
horozgöz	+Noun+P3
horozibik	+Noun+P3+CV
horozibiğigiller	+Noun+PL
horozmantar	+Noun+P3
horozsıklet	+Noun
horozşeker	+Noun+P3
hortlak	+Noun+CV
hortum	+Noun
hortumcu	+Noun
hortumlular	+Noun+PL
horultu	+Noun
hostel	+Noun
hostes	+Noun
hoşaf	+Noun
hoşbeş	+Noun
hoşgörü	+Noun
hotoz	+Noun
hovarda	+Noun
hoverkraft	+Noun
hoyratlak	+Noun+CV
höl	+Noun
höpürtü	+Noun
hörgüç	+Noun+CV
höşmerim	+Noun
höyük	+Noun+CV
hristiyanlık	+Noun+CV
hu	+Noun
hububat	+Noun
hudut	+Noun+CV
huğ	+Noun
hukuk	+Noun
hukukçu	+Noun
hulasa	+Noun
hulul	+Noun+VF
hulus	+Noun
hulya	+Noun
humbara	+Noun
humbarahane	+Noun
humma	+Noun
humus	+Noun
huni	+Noun
hur	+Noun
hurafat	+Noun
hurafe	+Noun
hurç	+Noun+CV
huri	+Noun
hurma	+Noun
hurra	+Noun
huruç	+Noun+CV
hurufat	+Noun
husul	+Noun+VF
husumet	+Noun
husus	+Noun
hususiyet	+Noun
husye	+Noun
huş	+Noun
huşu	+Noun
huşunet	+Noun
huşur	+Noun
hutbe	+Noun
huy	+Noun
huzme	+Noun
huzur	+Noun
huzurev	+Noun+P3
hüccet	+Noun
hücre	+Noun
hücrebilim	+Noun
hücreyutarlık	+Noun+P3+CV
hücreyutarlik	+Noun+P3+CV
hücum	+Noun
hücumbot	+Noun
hücumcu	+Noun
hüküm	+Noun+VD
hükümdar	+Noun
hükümet	+Noun
hükümlü	+Noun
hülasa	+Noun
hülle	+Noun
hülya	+Noun
hümanist	+Noun
hümanizm	+Noun
hümanizma	+Noun
hümayun	+Noun
hüner	+Noun
hüngür	+Noun
hüngürtü	+Noun
hünkar	+Noun
hünkarbeğendi	+Noun
hünnap	+Noun+CV
hünnapgiller	+Noun+PL
hürle	+Noun
hürmet	+Noun
hürmeten	+Noun
hürriyet	+Noun
hürriyetçi	+Noun
hüseyni	+Noun
hüsnühal	+Noun+VF
hüsnükabul	+Noun+VF
hüsnükuruntu	+Noun
hüsnüniyet	+Noun
hüsnütelakki	+Noun
hüsnüyusuf	+Noun
hüsran	+Noun
hüsün	+Noun+VD
hüt	+Noun
hüthüt	+Noun
hüviyet	+Noun
hüzün	+Noun+VD
hüzzam	+Noun
#hz.	+Noun
#ı	+Noun
#ı.	+Noun
ıcığı	+Noun
ığıl	+Noun
ığrıp	+Noun+CV
ıhlamur	+Noun
ıhlamurgiller	+Noun+PL
